roll_year,roll_number,address,assessed_value,assessment_class,assessment_class_description,re_assessed_value,comm_code,comm_name,multipolygon,land_use_designation,property_type,land_size_sm,land_size_sf,land_size_ac,nr_assessed_value,year_of_construction,sub_property_use
2022,4010302,16 SADDLECREEK TC NE,413500.0,RE,Residential,413500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9512311, 51.1270216], [-113.951319, 51.1270899], [-113.9513243, 51.1270939], [-113.9516682, 51.1269185], [-113.951575, 51.1268461], [-113.9512311, 51.1270216]]]]}",R-1N,LI,321.3,3458.0,0.08,,2000.0,
2022,4010401,20 SADDLECREEK TC NE,403500.0,RE,Residential,403500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9511433, 51.1269535], [-113.9512311, 51.1270216], [-113.951575, 51.1268461], [-113.9514872, 51.126778], [-113.9511433, 51.1269535]]]]}",R-1N,LI,302.4,3255.0,0.07,,1999.0,
2022,4010500,24 SADDLECREEK TC NE,407500.0,RE,Residential,407500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9510556, 51.1268854], [-113.9511433, 51.1269535], [-113.9514872, 51.126778], [-113.9513995, 51.12671], [-113.9510556, 51.1268854]]]]}",R-1N,LI,302.4,3255.0,0.07,,1999.0,
2022,4010609,28 SADDLECREEK TC NE,389000.0,RE,Residential,389000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9509679, 51.1268173], [-113.9510556, 51.1268854], [-113.9513995, 51.12671], [-113.9513118, 51.1266419], [-113.9509679, 51.1268173]]]]}",R-1N,LI,302.4,3255.0,0.07,,1999.0,
2022,4010708,32 SADDLECREEK TC NE,372500.0,RE,Residential,372500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9508747, 51.126745], [-113.9509679, 51.1268173], [-113.9513118, 51.1266419], [-113.9512836, 51.12662], [-113.9512616, 51.126605], [-113.9512368, 51.1265918], [-113.9512215, 51.1265839], [-113.9512076, 51.1265751], [-113.9508747, 51.126745]]]]}",R-1N,LI,318.1,3425.0,0.08,,2000.0,
2022,4010807,36 SADDLECREEK TC NE,382000.0,RE,Residential,382000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9511674, 51.1265267], [-113.9506988, 51.1266092], [-113.9508763, 51.1267446], [-113.9512092, 51.1265748], [-113.9511914, 51.1265601], [-113.9511774, 51.126544], [-113.9511674, 51.1265267]]]]}",R-1N,LI,391.5,4214.0,0.1,,2000.0,
2022,4010906,40 SADDLECREEK TC NE,460000.0,RE,Residential,460000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9506775, 51.1264235], [-113.9505713, 51.1265078], [-113.9506988, 51.1266092], [-113.9511674, 51.1265267], [-113.9511618, 51.1265094], [-113.9511603, 51.1264917], [-113.9511628, 51.1264742], [-113.9506775, 51.1264235]]]]}",R-1N,LI,525.0,5651.0,0.13,,2000.0,
2022,4011003,44 SADDLECREEK TC NE,478500.0,RE,Residential,478500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9506758, 51.1264239], [-113.9511612, 51.1264745], [-113.9511685, 51.1264561], [-113.9511801, 51.1264386], [-113.951196, 51.1264225], [-113.9508311, 51.1262806], [-113.950756, 51.1263533], [-113.9506758, 51.1264239]]]]}",R-1N,LI,390.3,4201.0,0.1,,2000.0,
2022,4011102,48 SADDLECREEK TC NE,395000.0,RE,Residential,395000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9508311, 51.1262806], [-113.951196, 51.1264225], [-113.9512164, 51.1264077], [-113.9512394, 51.1263914], [-113.9512587, 51.1263734], [-113.9512849, 51.1263445], [-113.9508986, 51.1262084], [-113.9508311, 51.1262806]]]]}",R-1N,LI,307.0,3305.0,0.08,,1999.0,
2022,4011201,52 SADDLECREEK TC NE,392500.0,RE,Residential,392500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9508986, 51.1262084], [-113.9512849, 51.1263445], [-113.9513564, 51.1262599], [-113.9509612, 51.1261344], [-113.9508986, 51.1262084]]]]}",R-1N,LI,309.8,3334.0,0.08,,2000.0,
2022,4011300,56 SADDLECREEK TC NE,394500.0,RE,Residential,394500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9509612, 51.1261344], [-113.9513564, 51.1262599], [-113.9514221, 51.1261735], [-113.9510186, 51.1260588], [-113.9509612, 51.1261344]]]]}",R-1N,LI,309.8,3334.0,0.08,,1999.0,
2022,4011409,60 SADDLECREEK TC NE,368000.0,RE,Residential,368000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9510186, 51.1260588], [-113.9514221, 51.1261735], [-113.9514817, 51.1260854], [-113.9510708, 51.1259817], [-113.9510186, 51.1260588]]]]}",R-1N,LI,309.8,3334.0,0.08,,1999.0,
2022,4011508,64 SADDLECREEK TC NE,395500.0,RE,Residential,395500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9510708, 51.1259817], [-113.9514817, 51.1260854], [-113.9515353, 51.1259957], [-113.9511176, 51.1259033], [-113.9510708, 51.1259817]]]]}",R-1N,LI,309.8,3334.0,0.08,,2000.0,
2022,4011607,68 SADDLECREEK TC NE,403500.0,RE,Residential,403500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9511176, 51.1259033], [-113.9515353, 51.1259957], [-113.9515826, 51.1259046], [-113.951159, 51.1258237], [-113.9511176, 51.1259033]]]]}",R-1N,LI,309.8,3334.0,0.08,,2000.0,
2022,4011706,72 SADDLECREEK TC NE,432500.0,RE,Residential,432500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.951159, 51.1258237], [-113.9515826, 51.1259046], [-113.9516237, 51.1258124], [-113.9511949, 51.125743], [-113.951159, 51.1258237]]]]}",R-1N,LI,309.8,3334.0,0.08,,2000.0,
2022,4011805,76 SADDLECREEK TC NE,395500.0,RE,Residential,395500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9511949, 51.125743], [-113.9516237, 51.1258124], [-113.9516584, 51.1257191], [-113.9512253, 51.1256614], [-113.9511949, 51.125743]]]]}",R-1N,LI,309.8,3334.0,0.08,,1999.0,
2022,4011904,80 SADDLECREEK TC NE,390500.0,RE,Residential,390500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9512253, 51.1256614], [-113.9516584, 51.1257191], [-113.9516867, 51.1256249], [-113.95125, 51.1255791], [-113.9512253, 51.1256614]]]]}",R-1N,LI,309.8,3334.0,0.08,,1999.0,
2022,4012001,84 SADDLECREEK TC NE,463500.0,RE,Residential,463500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.95125, 51.1255791], [-113.9516867, 51.1256249], [-113.9516992, 51.1255742], [-113.9517098, 51.1255233], [-113.9516526, 51.1254831], [-113.9512716, 51.125483], [-113.9512618, 51.1255312], [-113.95125, 51.1255791]]]]}",R-1N,LI,404.1,4350.0,0.1,,1999.0,
2022,4012100,116 SADDLECREEK TC NE,429500.0,RE,Residential,429500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9511296, 51.1254829], [-113.9507453, 51.1254827], [-113.9506711, 51.1255227], [-113.9506597, 51.1255686], [-113.9510937, 51.1256233], [-113.9511138, 51.1255533], [-113.9511296, 51.1254829]]]]}",R-2,LI,385.5,4149.0,0.1,,2000.0,
2022,4012209,120 SADDLECREEK TC NE,409000.0,RE,Residential,409000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9506284, 51.12565], [-113.9510572, 51.1257191], [-113.9510756, 51.1256714], [-113.9510919, 51.1256234], [-113.9506578, 51.1255687], [-113.9506284, 51.12565]]]]}",R-2,LI,313.1,3370.0,0.08,,2000.0,
2022,4012308,124 SADDLECREEK TC NE,411500.0,RE,Residential,411500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9505921, 51.1257301], [-113.9510146, 51.1258135], [-113.9510369, 51.1257665], [-113.9510572, 51.1257191], [-113.9506284, 51.12565], [-113.9505921, 51.1257301]]]]}",R-2,LI,313.1,3370.0,0.08,,2000.0,
2022,4012407,128 SADDLECREEK TC NE,395000.0,RE,Residential,395000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.950552, 51.1258041], [-113.9509674, 51.1259006], [-113.9509918, 51.1258572], [-113.9510146, 51.1258135], [-113.9505921, 51.1257301], [-113.950552, 51.1258041]]]]}",R-2,LI,293.5,3159.0,0.07,,2000.0,
2022,4012506,132 SADDLECREEK TC NE,415000.0,RE,Residential,415000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9505029, 51.1258816], [-113.9509095, 51.1259917], [-113.9509394, 51.1259464], [-113.9509674, 51.1259006], [-113.950552, 51.1258041], [-113.9505029, 51.1258816]]]]}",R-2,LI,313.1,3370.0,0.08,,2000.0,
2022,4012605,136 SADDLECREEK TC NE,412500.0,RE,Residential,412500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9504473, 51.1259572], [-113.9508441, 51.1260808], [-113.9508778, 51.1260365], [-113.9509095, 51.1259917], [-113.9505029, 51.1258816], [-113.9504473, 51.1259572]]]]}",R-2,LI,313.1,3370.0,0.08,,2000.0,
2022,4012704,140 SADDLECREEK TC NE,395000.0,RE,Residential,395000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9503895, 51.1260264], [-113.950776, 51.1261622], [-113.9508109, 51.1261218], [-113.9508441, 51.1260808], [-113.9504473, 51.1259572], [-113.9503895, 51.1260264]]]]}",R-2,LI,293.5,3159.0,0.07,,2000.0,
2022,4012803,144 SADDLECREEK TC NE,404000.0,RE,Residential,404000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9503218, 51.1260981], [-113.9506964, 51.1262466], [-113.9507371, 51.1262047], [-113.950776, 51.1261622], [-113.9503895, 51.1260264], [-113.9503218, 51.1260981]]]]}",R-2,LI,313.1,3370.0,0.08,,2000.0,
2022,4012902,148 SADDLECREEK TC NE,400000.0,RE,Residential,400000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9502483, 51.1261674], [-113.9506098, 51.1263282], [-113.950654, 51.1262878], [-113.9506964, 51.1262466], [-113.9503218, 51.1260981], [-113.9502483, 51.1261674]]]]}",R-2,LI,313.1,3370.0,0.08,,2000.0,
2022,4013009,152 SADDLECREEK TC NE,382000.0,RE,Residential,382000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9501924, 51.1262151], [-113.9504796, 51.1264366], [-113.9505472, 51.126383], [-113.9506116, 51.1263279], [-113.9502502, 51.1261671], [-113.9501924, 51.1262151]]]]}",R-2,LI,338.8,3647.0,0.08,,1999.0,
2022,4013108,161 SADDLEMEAD RD NE,436500.0,RE,Residential,436500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9454382, 51.1287216], [-113.9453216, 51.1287216], [-113.9452573, 51.128762], [-113.9452571, 51.1290451], [-113.945438, 51.1290452], [-113.9454382, 51.1287216]]]]}",R-1N,LI,445.7,4798.0,0.11,,2000.0,
2022,4013207,157 SADDLEMEAD RD NE,425000.0,RE,Residential,425000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9454382, 51.1287216], [-113.945438, 51.1290452], [-113.945586, 51.1290452], [-113.9455862, 51.1287216], [-113.9454382, 51.1287216]]]]}",R-1N,LI,373.1,4016.0,0.09,,2000.0,
2022,4013306,153 SADDLEMEAD RD NE,449500.0,RE,Residential,449500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9455862, 51.1287216], [-113.945586, 51.1290452], [-113.945734, 51.1290452], [-113.9457342, 51.1287331], [-113.9457266, 51.1287315], [-113.9456979, 51.128726], [-113.9456684, 51.1287228], [-113.9456385, 51.1287217], [-113.9455862, 51.1287216]]]]}",R-1N,LI,370.2,3985.0,0.09,,2000.0,
2022,4013405,149 SADDLEMEAD RD NE,449000.0,RE,Residential,449000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9457342, 51.1287331], [-113.945734, 51.1290452], [-113.945882, 51.1290453], [-113.9459725, 51.1290453], [-113.9458514, 51.1287357], [-113.9458221, 51.1287389], [-113.9457925, 51.1287396], [-113.945763, 51.1287376], [-113.9457342, 51.1287331]]]]}",R-1N,LI,426.9,4595.0,0.11,,2000.0,
2022,4013504,145 SADDLEMEAD RD NE,514000.0,RE,Residential,514000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9458514, 51.1287357], [-113.9459725, 51.1290453], [-113.94603, 51.1290453], [-113.9461781, 51.1290453], [-113.9463625, 51.1290454], [-113.9459343, 51.12871], [-113.9459087, 51.128721], [-113.9458809, 51.1287297], [-113.9458514, 51.1287357]]]]}",R-1N,LI,619.9,6673.0,0.15,,2000.0,
2022,4013603,141 SADDLEMEAD RD NE,502000.0,RE,Residential,502000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9459343, 51.12871], [-113.9463625, 51.1290454], [-113.9464997, 51.1290454], [-113.9464998, 51.1288223], [-113.9459922, 51.1286646], [-113.9459765, 51.1286814], [-113.945957, 51.1286966], [-113.9459343, 51.12871]]]]}",R-1N,LI,794.5,8552.0,0.2,,2001.0,
2022,4013702,137 SADDLEMEAD RD NE,422000.0,RE,Residential,422000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9459922, 51.1286646], [-113.9464998, 51.1288223], [-113.9465, 51.12861], [-113.9460142, 51.1286099], [-113.946011, 51.1286287], [-113.9460036, 51.128647], [-113.9459922, 51.1286646]]]]}",R-1N,LI,521.9,5618.0,0.13,,2000.0,
2022,757057005,268 SUNMILLS PL SE,445000.0,RE,Residential,445000.0,SDC,SUNDANCE,"{'type': 'MultiPolygon', 'coordinates': [[[[-114.0487491, 50.9004303], [-114.049205, 50.9004583], [-114.0492096, 50.9004406], [-114.0492179, 50.9004234], [-114.0492297, 50.9004071], [-114.0486502, 50.9002091], [-114.0487491, 50.9004303]]]]}",R-C2,LI,517.7,5572.0,0.13,,1984.0,
2022,4013801,133 SADDLEMEAD RD NE,396500.0,RE,Residential,396500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.945987, 51.1285168], [-113.945992, 51.128538], [-113.9460014, 51.1285587], [-113.9460092, 51.1285754], [-113.9460134, 51.1285925], [-113.9460142, 51.1286099], [-113.9465, 51.12861], [-113.9465, 51.1285169], [-113.945987, 51.1285168]]]]}",R-1N,LI,361.0,3886.0,0.09,,2001.0,
2022,4013900,129 SADDLEMEAD RD NE,388500.0,RE,Residential,388500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9459859, 51.1284236], [-113.9459858, 51.1285032], [-113.945987, 51.1285168], [-113.9465, 51.1285169], [-113.9465, 51.1284237], [-113.9459859, 51.1284236]]]]}",R-1N,LI,373.0,4015.0,0.09,,2000.0,
2022,4014007,125 SADDLEMEAD RD NE,375000.0,RE,Residential,375000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9459859, 51.1283305], [-113.9459859, 51.1284236], [-113.9465, 51.1284237], [-113.9465001, 51.1283306], [-113.9459859, 51.1283305]]]]}",R-1N,LI,373.1,4016.0,0.09,,2000.0,
2022,4014106,121 SADDLEMEAD RD NE,430000.0,RE,Residential,430000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.945986, 51.1282374], [-113.9459859, 51.1283305], [-113.9465001, 51.1283306], [-113.9465001, 51.1282375], [-113.945986, 51.1282374]]]]}",R-1N,LI,373.1,4016.0,0.09,,1999.0,
2022,4014205,117 SADDLEMEAD RD NE,423000.0,RE,Residential,423000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9459862, 51.1281428], [-113.945986, 51.1281821], [-113.945986, 51.1282374], [-113.9465001, 51.1282375], [-113.9465002, 51.1281822], [-113.9465004, 51.1281453], [-113.9459862, 51.1281428]]]]}",R-1N,LI,373.9,4024.0,0.09,,2000.0,
2022,4014304,113 SADDLEMEAD RD NE,387500.0,RE,Residential,387500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9459862, 51.1281428], [-113.9465004, 51.1281453], [-113.9465028, 51.1280547], [-113.9459888, 51.1280463], [-113.9459862, 51.1281428]]]]}",R-1N,LI,375.0,4037.0,0.09,,2000.0,
2022,4014403,109 SADDLEMEAD RD NE,393000.0,RE,Residential,393000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9459888, 51.1280463], [-113.9465028, 51.1280547], [-113.9465079, 51.1279641], [-113.9459942, 51.1279497], [-113.9459888, 51.1280463]]]]}",R-1N,LI,375.0,4037.0,0.09,,2001.0,
2022,4014502,105 SADDLEMEAD RD NE,446000.0,RE,Residential,446000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9459942, 51.1279497], [-113.9465079, 51.1279641], [-113.9465202, 51.1278304], [-113.9460066, 51.1278131], [-113.9459942, 51.1279497]]]]}",R-1N,LI,542.3,5838.0,0.13,,2001.0,
2022,4014601,101 SADDLEMEAD RD NE,416000.0,RE,Residential,416000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9460066, 51.1278131], [-113.9465202, 51.1278304], [-113.9465379, 51.1276985], [-113.9460251, 51.1276741], [-113.9460066, 51.1278131]]]]}",R-1N,LI,543.9,5855.0,0.13,,2001.0,
2022,4014700,97 SADDLEMEAD RD NE,390500.0,RE,Residential,390500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9460251, 51.1276741], [-113.9465379, 51.1276985], [-113.9465547, 51.1276007], [-113.9460416, 51.127576], [-113.9460251, 51.1276741]]]]}",R-1N,LI,395.2,4254.0,0.1,,2001.0,
2022,4014809,93 SADDLEMEAD RD NE,452000.0,RE,Residential,452000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9460416, 51.127576], [-113.9465547, 51.1276007], [-113.9465747, 51.1275027], [-113.9460611, 51.127478], [-113.9460416, 51.127576]]]]}",R-1N,LI,395.5,4258.0,0.1,,2000.0,
2022,4014908,89 SADDLEMEAD RD NE,440000.0,RE,Residential,440000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9460611, 51.127478], [-113.9465747, 51.1275027], [-113.9465978, 51.1274049], [-113.9460835, 51.1273802], [-113.9460611, 51.127478]]]]}",R-1N,LI,396.0,4262.0,0.1,,2000.0,
2022,4015004,85 SADDLEMEAD RD NE,476000.0,RE,Residential,476000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9460835, 51.1273802], [-113.9465978, 51.1274049], [-113.946624, 51.1273073], [-113.9461088, 51.1272825], [-113.9460835, 51.1273802]]]]}",R-1N,LI,396.6,4269.0,0.1,,2000.0,
2022,4015103,81 SADDLEMEAD RD NE,442500.0,RE,Residential,442500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9461088, 51.1272825], [-113.946624, 51.1273073], [-113.9466533, 51.1272098], [-113.9461371, 51.127185], [-113.9461088, 51.1272825]]]]}",R-1N,LI,397.3,4277.0,0.1,,2000.0,
2022,4015202,77 SADDLEMEAD RD NE,441000.0,RE,Residential,441000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9461371, 51.127185], [-113.9466533, 51.1272098], [-113.9466858, 51.1271124], [-113.9461686, 51.1270876], [-113.946166, 51.1270946], [-113.9461371, 51.127185]]]]}",R-1N,LI,398.4,4289.0,0.1,,2001.0,
2022,4015301,73 SADDLEMEAD RD NE,437500.0,RE,Residential,437500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9461686, 51.1270876], [-113.9466858, 51.1271124], [-113.9467216, 51.1270153], [-113.94625, 51.1269926], [-113.9462361, 51.1270098], [-113.9462184, 51.1270256], [-113.9461971, 51.1270447], [-113.9461804, 51.1270655], [-113.9461686, 51.1270876]]]]}",R-1N,LI,383.7,4130.0,0.09,,2001.0,
2022,4015400,69 SADDLEMEAD RD NE,427000.0,RE,Residential,427000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9467598, 51.1268695], [-113.9462655, 51.1269197], [-113.9462677, 51.1269382], [-113.9462657, 51.1269567], [-113.9462598, 51.1269749], [-113.9462499, 51.1269924], [-113.9467213, 51.1270151], [-113.9467842, 51.126867], [-113.9467598, 51.1268695]]]]}",R-1N,LI,421.4,4536.0,0.1,,2000.0,
2022,4015509,77 SADDLEMEAD WY NE,356500.0,RE,Residential,356500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9446174, 51.1284823], [-113.9445976, 51.1285342], [-113.9446632, 51.1285866], [-113.945186, 51.1285868], [-113.945186, 51.1284825], [-113.9446174, 51.1284823]]]]}",R-1N,LI,460.6,4958.0,0.11,,2000.0,
2022,4015608,73 SADDLEMEAD WY NE,413000.0,RE,Residential,413000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9446488, 51.1284002], [-113.9446174, 51.1284823], [-113.945186, 51.1284825], [-113.9451861, 51.1284003], [-113.9446488, 51.1284002]]]]}",R-1N,LI,354.0,3811.0,0.09,,2000.0,
2022,4015707,69 SADDLEMEAD WY NE,371500.0,RE,Residential,371500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9446802, 51.128318], [-113.9446488, 51.1284002], [-113.9451861, 51.1284003], [-113.9451861, 51.1283181], [-113.9446802, 51.128318]]]]}",R-1N,LI,333.9,3594.0,0.08,,2000.0,
2022,4015806,65 SADDLEMEAD WY NE,353000.0,RE,Residential,353000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9447135, 51.1282304], [-113.9447079, 51.1282456], [-113.9446802, 51.128318], [-113.9451861, 51.1283181], [-113.9451862, 51.1282305], [-113.9447135, 51.1282304]]]]}",R-1N,LI,334.1,3596.0,0.08,,2000.0,
2022,4015905,61 SADDLEMEAD WY NE,370500.0,RE,Residential,370500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9447358, 51.1281482], [-113.9447263, 51.1281894], [-113.9447135, 51.1282304], [-113.9451862, 51.1282305], [-113.9451862, 51.1281819], [-113.9451864, 51.1281483], [-113.9447358, 51.1281482]]]]}",R-1N,LI,294.8,3173.0,0.07,,2000.0,
2022,4016002,57 SADDLEMEAD WY NE,369000.0,RE,Residential,369000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9447454, 51.1280605], [-113.9447454, 51.1280628], [-113.9447423, 51.1281056], [-113.9447358, 51.1281482], [-113.9451864, 51.1281483], [-113.9451883, 51.1280606], [-113.9447454, 51.1280605]]]]}",R-1N,LI,304.1,3274.0,0.08,,2001.0,
2022,4016101,53 SADDLEMEAD WY NE,362000.0,RE,Residential,362000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9447493, 51.1279729], [-113.9447454, 51.1280605], [-113.9451883, 51.1280606], [-113.9451923, 51.127973], [-113.9447493, 51.1279729]]]]}",R-1N,LI,302.4,3255.0,0.07,,2000.0,
2022,4016200,45 SADDLEMEAD WY NE,108000.0,NR,Non-residential,,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9447497, 51.1279724], [-113.9451926, 51.1279725], [-113.9452004, 51.1278646], [-113.945222, 51.1276746], [-113.9452535, 51.1274851], [-113.9452948, 51.1272964], [-113.9453061, 51.127252], [-113.9452153, 51.1272403], [-113.9450352, 51.1272136], [-113.9447846, 51.1274663], [-113.9448016, 51.1274839], [-113.9448141, 51.1275028], [-113.9448219, 51.1275228], [-113.9448248, 51.1275432], [-113.9448227, 51.1275637], [-113.9448157, 51.1275837], [-113.9448039, 51.1276029], [-113.9447924, 51.1276208], [-113.9447844, 51.1276394], [-113.9447799, 51.1276585], [-113.9447571, 51.1278645], [-113.9447497, 51.1279724]]]]}",S-SPR,LO,2430.0,26156.0,0.6,108000.0,,RC0107
2022,4016309,37 SADDLEMEAD WY NE,367500.0,RE,Residential,367500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9446791, 51.1274176], [-113.9447096, 51.1274258], [-113.9447378, 51.1274369], [-113.9447629, 51.1274507], [-113.9447843, 51.1274667], [-113.945035, 51.1272139], [-113.9449047, 51.1271901], [-113.9446791, 51.1274176]]]]}",R-1N,LI,283.3,3049.0,0.07,,2000.0,
2022,4016408,33 SADDLEMEAD WY NE,370500.0,RE,Residential,370500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.944539, 51.1274036], [-113.9445749, 51.1274086], [-113.9446116, 51.1274104], [-113.9446458, 51.1274123], [-113.9446791, 51.1274176], [-113.9449047, 51.1271901], [-113.9447776, 51.127163], [-113.944539, 51.1274036]]]]}",R-1N,LI,280.2,3016.0,0.07,,2000.0,
